Tiempo;average(A);average(B)
(ms);(V);(V)

-10,69642374;0,66218110;1,53874700
-10,68618374;0,66469540;1,53890300
-10,67594374;0,66820630;1,53905900
-10,66570374;0,67205480;1,53984100
-10,65546374;0,67534660;1,53921600
-10,64522374;0,67761110;1,53968400
-10,63498374;0,67859820;1,54031000
-10,62474374;0,67984690;1,54031000
-10,61450374;0,68204410;1,54093500
-10,60426374;0,68585320;1,54046600
-10,59402374;0,68957690;1,54124700
-10,58378374;0,69276270;1,54046600
-10,57354374;0,69537280;1,54015300
-10,56330374;0,69690850;1,54077800
-10,55306374;0,69887480;1,54046600
-10,54282374;0,70130280;1,54077800
-10,53258374;0,70468920;1,54109100
-10,52234374;0,70797140;1,54156000
-10,51210374;0,71094560;1,54109100
-10,50186374;0,71313480;1,54109100
-10,49162374;0,71405640;1,54187300
-10,48138374;0,71473620;1,54218400
-10,47114374;0,71650150;1,54202800
-10,46090374;0,71913130;1,54249700
-10,45066374;0,72279640;1,54281000
-10,44042374;0,72738330;1,54296600
-10,43018374;0,73011820;1,54390500
-10,41994374;0,73175860;1,54374700
-10,40970374;0,73266950;1,54390400
-10,39946374;0,73352060;1,54281000
-10,38922374;0,73566630;1,54406100
-10,37898374;0,73843350;1,54343500
-10,36874374;0,74155720;1,54281000
-10,35850374;0,74452940;1,54359200
-10,34826374;0,74720670;1,54343500
-10,33802374;0,74905810;1,54452900
-10,32778374;0,74987360;1,54359100
-10,31754374;0,75033590;1,54374800
-10,30730374;0,75114170;1,54359200
-10,29706374;0,75248530;1,54406000
-10,28682374;0,75473950;1,54374700
-10,27658374;0,75760950;1,54374800
-10,26634374;0,76087140;1,54343500
-10,25610374;0,76340630;1,54406100
-10,24586374;0,76571830;1,54359200
-10,23562374;0,76708050;1,54406000
-10,22538374;0,76825170;1,54437200
-10,21514374;0,76940360;1,54421600
-10,20490374;0,77101560;1,54452900
-10,19466374;0,77328950;1,54327900
-10,18442374;0,77569750;1,54421700
-10,17418374;0,77797220;1,54390400
-10,16394374;0,78017040;1,54374700
-10,15370374;0,78230060;1,54562300
-10,14346374;0,78426750;1,54484200
-10,13322374;0,78520750;1,54499800
-10,12298374;0,78585080;1,54484200
-10,11274374;0,78632040;1,54656000
-10,10250374;0,78675280;1,54484200
-10,09226374;0,78765420;1,54437300
-10,08202374;0,78979420;1,54484200
-10,07178374;0,79231850;1,54531100
-10,06154374;0,79541770;1,54468500
-10,05130374;0,79809470;1,54515400
-10,04106374;0,80064820;1,54499800
-10,03082374;0,80225010;1,54562300
-10,02058374;0,80329640;1,54531000
-10,01034374;0,80409280;1,54421600
-10,00010374;0,80472620;1,54531000
-9,98986374;0,80580960;1,54484200
-9,97962374;0,80667460;1,54406000
-9,96938374;0,80818940;1,54515400
-9,95914374;0,80992340;1,54484200
-9,94890374;0,81177380;1,54531000
-9,93866374;0,81359210;1,54390400
-9,92842374;0,81576550;1,54390500
-9,91818374;0,81709350;1,54484200
-9,90794375;0,81909100;1,54484200
-9,89770375;0,82040080;1,54515400
-9,88746375;0,82108890;1,54437300
-9,87722375;0,82155730;1,54421600
-9,86698375;0,82182440;1,54484200
-9,85674375;0,82224600;1,54406000
-9,84650375;0,82253350;1,54327900
-9,83626375;0,82295590;1,54390400
-9,82602375;0,82374220;1,54421700
-9,81578375;0,82480860;1,54421600
-9,80554375;0,82618940;1,54452900
-9,79530375;0,82759990;1,54343500
-9,78506375;0,82882860;1,54343500
-9,77482375;0,83041130;1,54359100
-9,76458375;0,83195710;1,54343600
-9,75434375;0,83335750;1,54437300
-9,74410375;0,83438450;1,54327900
-9,73386375;0,83604450;1,54327900
-9,72362375;0,83718710;1,54406100
-9,71338375;0,83783760;1,54374800
-9,70314375;0,83838610;1,54281000
-9,69290375;0,83899950;1,54249800
-9,68266375;0,83940240;1,54296600
-9,67242375;0,83974880;1,54281000
-9,66218375;0,84013220;1,54265400
-9,65194375;0,84035330;1,54249800
-9,64170375;0,84073620;1,54343500
-9,63146375;0,84130260;1,54265400
-9,62122375;0,84171500;1,54296700
-9,61098375;0,84231160;1,54281000
-9,60074375;0,84303920;1,54234100
-9,59050375;0,84369270;1,54171600
-9,58026375;0,84400930;1,54202900
-9,57002375;0,84462290;1,54218500
-9,55978375;0,84530430;1,54187300
-9,54954375;0,84618710;1,54109100
-9,53930375;0,84687760;1,54171500
-9,52906375;0,84725230;1,54109100
-9,51882375;0,84778900;1,54124700
-9,50858375;0,84842270;1,54062200
-9,49834375;0,84880680;1,54109100
-9,48810375;0,84931470;1,54046600
-9,47786375;0,84967970;1,54109100
-9,46762375;0,85019740;1,53968400
-9,45738375;0,85062140;1,54015300
-9,44714375;0,85078350;1,54046600
-9,43690375;0,85122540;1,53921500
-9,42666375;0,85147420;1,54046600
-9,41642375;0,85136970;1,53968400
-9,40618375;0,85220380;1,53890300
-9,39594375;0,85213660;1,53874700
-9,38570375;0,85195420;1,53905900
-9,37546375;0,85209750;1,53843400
-9,36522375;0,85240500;1,53874600
-9,35498375;0,85249170;1,53890300
-9,34474375;0,85233820;1,53765300
-9,33450375;0,85242410;1,53952800
-9,32426375;0,85220370;1,53843400
-9,31402375;0,85242370;1,53827800
-9,30378375;0,85230030;1,53796500
-9,29354375;0,85211740;1,53765300
-9,28330375;0,85213700;1,53609000
-9,27306375;0,85198240;1,53687200
-9,26282375;0,85155090;1,53640200
-9,25258375;0,85096610;1,53624600
-9,24234375;0,85090760;1,53687100
-9,23210375;0,85080270;1,53577800
-9,22186375;0,85008250;1,53562200
-9,21162375;0,84991030;1,53671500
-9,20138375;0,84968990;1,53640300
-9,19114375;0,84895030;1,53593400
-9,18090375;0,84872010;1,53468400
-9,17066375;0,84794350;1,53546500
-9,16042375;0,84777020;1,53437100
-9,15018375;0,84695510;1,53484000
-9,13994375;0,84630290;1,53562200
-9,12970375;0,84557260;1,53437100
-9,11946375;0,84498710;1,53421500
-9,10922375;0,84448870;1,53437100
-9,09898375;0,84370140;1,53327700
-9,08874375;0,84315460;1,53405900
-9,07850375;0,84232990;1,53390300
-9,06826375;0,84198370;1,53312100
-9,05802375;0,84147570;1,53327700
-9,04778375;0,84087130;1,53374600
-9,03754375;0,84091890;1,53280900
-9,02730375;0,84030510;1,53296500
-9,01706375;0,83985340;1,53171400
-9,00682375;0,83957590;1,53140200
-8,99658375;0,83914430;1,53249600
-8,98634375;0,83882780;1,53312100
-8,97610375;0,83798250;1,53093300
-8,96586375;0,83720510;1,53155800
-8,95562375;0,83599620;1,53171400
-8,94538375;0,83527610;1,53062000
-8,93514375;0,83368320;1,52937100
-8,92490375;0,83263760;1,52905800
-8,91466375;0,83069930;1,52952700
-8,90442375;0,82985500;1,52937100
-8,89418375;0,82801320;1,53046400
-8,88394375;0,82625700;1,52905800
-8,87370375;0,82528780;1,52718300
-8,86346375;0,82407910;1,52858900
-8,85322375;0,82321470;1,52874500
-8,84298375;0,82255260;1,52796400
-8,83274375;0,82231210;1,52843300
-8,82250375;0,82204440;1,52733900
-8,81226375;0,82168140;1,52843300
-8,80202375;0,82135720;1,52671400
-8,79178375;0,82048580;1,52671400
-8,78154375;0,81975130;1,52655700
-8,77130375;0,81806890;1,52499400
-8,76106375;0,81649170;1,52624500
-8,75082375;0,81417680;1,52577700
-8,74058375;0,81221380;1,52562000
-8,73034375;0,81053710;1,52530800
-8,72010375;0,80894740;1,52608900
-8,70986375;0,80734530;1,52483900
-8,69962375;0,80590640;1,52483800
-8,68938375;0,80498590;1,52437000
-8,67914375;0,80431320;1,52374500
-8,66890375;0,80370860;1,52311900
-8,65866375;0,80279650;1,52421400
-8,64842375;0,80147290;1,52343200
-8,63818375;0,79934240;1,52186900
-8,62794375;0,79621500;1,52296300
-8,61770375;0,79316320;1,52171300
-8,60746375;0,79073540;1,52265000
-8,59722375;0,78868150;1,52233800
-8,58698375;0,78713630;1,52171300
-8,57674375;0,78660850;1,52061900
-8,56650375;0,78600420;1,52077600
-8,55626375;0,78551500;1,52061900
-8,54602375;0,78485270;1,52062000
-8,53578375;0,78324040;1,51905600
-8,52554375;0,78127310;1,51952500
-8,51530375;0,77882680;1,51858800
-8,50506375;0,77670560;1,51811900
-8,49482375;0,77408620;1,51811800
-8,48458375;0,77190800;1,51811900
-8,47434375;0,76982520;1,51702500
-8,46410375;0,76880800;1,51655600
-8,45386375;0,76782950;1,51593100
-8,44362375;0,76636140;1,51640000
-8,43338375;0,76441360;1,51577500
-8,42314375;0,76180290;1,51608700
-8,41290375;0,75898200;1,51499300
-8,40266375;0,75568960;1,51483700
-8,39242375;0,75313780;1,51436800
-8,38218375;0,75161190;1,51499300
-8,37194375;0,75060460;1,51405600
-8,36170375;0,75009500;1,51343100
-8,35146375;0,74952920;1,51296200
-8,34122375;0,74800290;1,51311800
-8,33098375;0,74569980;1,51202500
-8,32074375;0,74256390;1,50999300
-8,31050375;0,73918030;1,51030600
-8,30026375;0,73654660;1,51014900
-8,29002375;0,73430630;1,50905500
-8,27978375;0,73295640;1,50889800
-8,26954375;0,73219020;1,50968100
-8,25930376;0,73101090;1,50858600
-8,24906376;0,72896700;1,50858600
-8,23882376;0,72487870;1,50796100
-8,22858376;0,72060870;1,50827400
-8,21834376;0,71701010;1,50749200
-8,20810376;0,71522610;1,50655500
-8,19786376;0,71428540;1,50655500
-8,18762376;0,71363280;1,50530500
-8,17738376;0,71185780;1,50561700
-8,16714376;0,70924770;1,50452300
-8,15690376;0,70596560;1,50389800
-8,14666376;0,70282890;1,50358600
-8,13642376;0,69990210;1,50296100
-8,12618376;0,69761790;1,50311700
-8,11594376;0,69597650;1,50327300
-8,10570376;0,69406850;1,50061600
-8,09546376;0,69097780;1,50155400
-8,08522376;0,68720630;1,50092900
-8,07498376;0,68325330;1,49983600
-8,06474376;0,68074860;1,49999100
-8,05450376;0,67909740;1,49858500
-8,04426376;0,67823460;1,49905400
-8,03402376;0,67643060;1,49780400
-8,02378376;0,67363790;1,49764700
-8,01354376;0,66974220;1,49655300
-8,00330376;0,66631670;1,49702200
-7,99306376;0,66325530;1,49702200
-7,98282376;0,66135640;1,49546000
-7,97258376;0,66006200;1,49483400
-7,96234376;0,65788160;1,49358400
-7,95210376;0,65389050;1,49436600
-7,94186376;0,64881380;1,49327200
-7,93162376;0,64512380;1,49233400
-7,92138376;0,64314900;1,49249000
-7,91114376;0,64214210;1,49264700
-7,90090376;0,64040480;1,49108400
-7,89066376;0,63728600;1,49061500
-7,88042376;0,63279550;1,48905300
-7,87018376;0,62869750;1,48795800
-7,85994376;0,62575180;1,48780200
-7,84970376;0,62328480;1,48717700
-7,83946376;0,61970560;1,48686400
-7,82922376;0,61535850;1,48592800
-7,81898376;0,61094490;1,48686400
-7,80874376;0,60822910;1,48577100
-7,79850376;0,60695240;1,48420800
-7,78826376;0,60577200;1,48577100
-7,77802376;0,60331580;1,48452000
-7,76778376;0,59957310;1,48342700
-7,75754376;0,59510090;1,48217600
-7,74730376;0,59133950;1,48295800
-7,73706376;0,58942980;1,48202000
-7,72682376;0,58772180;1,48061300
-7,71658376;0,58486480;1,48045700
-7,70634376;0,58003570;1,47936300
-7,69610376;0,57475830;1,47889400
-7,68586376;0,57176150;1,47873800
-7,67562376;0,57049730;1,47717600
-7,66538376;0,56877020;1,47655100
-7,65514376;0,56512360;1,47545600
-7,64490376;0,56050810;1,47530000
-7,63466376;0,55670850;1,47405000
-7,62442376;0,55363830;1,47358200
-7,61418376;0,55144070;1,47373700
-7,60394376;0,54790980;1,47233100
-7,59370376;0,54303390;1,47326900
-7,58346376;0,53874550;1,47186200
-7,57322376;0,53601930;1,47076800
-7,56298376;0,53430260;1,47030000
-7,55274376;0,53172120;1,46904900
-7,54250376;0,52737370;1,46826800
-7,53226376;0,52297840;1,46842500
-7,52202376;0,51917850;1,46842500
-7,51178376;0,51680870;1,46654900
-7,50154376;0,51407260;1,46686200
-7,49130376;0,50869540;1,46545500
-7,48106376;0,50328740;1,46608000
-7,47082376;0,50004130;1,46420500
-7,46058376;0,49856220;1,46404900
-7,45034376;0,49615410;1,46233000
-7,44010376;0,49236660;1,46201700
-7,42986376;0,48750960;1,46170500
-7,41962376;0,48355720;1,46139300
-7,40938376;0,48050290;1,45967300
-7,39914376;0,47691540;1,45858000
-7,38890376;0,47141750;1,45811100
-7,37866376;0,46639840;1,45717200
-7,36842376;0,46394260;1,45670400
-7,35818376;0,46226300;1,45592300
-7,34794376;0,45972040;1,45529800
-7,33770376;0,45503770;1,45545300
-7,32746376;0,45012460;1,45420300
-7,31722376;0,44675630;1,45310900
-7,30698376;0,44480810;1,45154700
-7,29674376;0,44174730;1,45186000
-7,28650376;0,43637360;1,45139100
-7,27626376;0,43053940;1,45139100
-7,26602376;0,42773730;1,44982800
-7,25578376;0,42619250;1,44873400
-7,24554376;0,42294920;1,44873500
-7,23530376;0,41781490;1,44779700
-7,22506376;0,41331490;1,44639000
-7,21482376;0,40986220;1,44592100
-7,20458376;0,40715210;1,44467000
-7,19434376;0,40226050;1,44388900
-7,18410376;0,39686650;1,44357700
-7,17386376;0,39322330;1,44139000
-7,16362376;0,39121780;1,44107700
-7,15338376;0,38818550;1,44076400
-7,14314376;0,38407840;1,43982700
-7,13290376;0,37918430;1,43810800
-7,12266376;0,37533600;1,43748200
-7,11242376;0,37321510;1,43748200
-7,10218376;0,36991390;1,43560700
-7,09194376;0,36420460;1,43451300
-7,08170376;0,35874430;1,43388800
-7,07146376;0,35580840;1,43435700
-7,06122376;0,35383140;1,43310700
-7,05098376;0,34988800;1,43138700
-7,04074376;0,34448550;1,43076300
-7,03050376;0,33964950;1,43013800
-7,02026376;0,33574430;1,42779300
-7,01002376;0,33087340;1,42560500
-6,99978376;0,32515560;1,42560600
-6,98954376;0,32136550;1,42544900
-6,97930376;0,31946100;1,42435500
-6,96906376;0,31699570;1,42341700
-6,95882376;0,31237010;1,42185500
-6,94858376;0,30703500;1,42076100
-6,93834376;0,30296640;1,42013500
-6,92810376;0,30080730;1,41794800
-6,91786376;0,29654740;1,41685400
-6,90762376;0,29011790;1,41763500
-6,89738376;0,28553110;1,41576000
-6,88714376;0,28325730;1,41419800
-6,87690376;0,27988880;1,41232200
-6,86666376;0,27523510;1,41169700
-6,85642376;0,26999610;1,41060400
-6,84618376;0,26633990;1,40935300
-6,83594376;0,26277920;1,40779000
-6,82570376;0,25770140;1,40779000
-6,81546376;0,25221000;1,40654000
-6,80522376;0,24875430;1,40560200
-6,79498376;0,24668440;1,40435200
-6,78474376;0,24212850;1,40357100
-6,77450376;0,23660110;1,40247700
-6,76426376;0,23202830;1,40169500
-6,75402376;0,22907370;1,39950800
-6,74378376;0,22428530;1,39872700
-6,73354376;0,21788480;1,39763300
-6,72330376;0,21345150;1,39747600
-6,71306376;0,21135970;1,39653800
-6,70282376;0,20807800;1,39607000
-6,69258376;0,20299220;1,39403800
-6,68234376;0,19790650;1,39294400
-6,67210376;0,19437520;1,39216300
-6,66186376;0,19041210;1,39106900
-6,65162376;0,18475040;1,39122500
-6,64138376;0,17979880;1,38966200
-6,63114376;0,17681460;1,38685000
-6,62090376;0,17473250;1,38810000
-6,61066377;0,17075260;1,38544300
-6,60042377;0,16518690;1,38466200
-6,59018377;0,16066880;1,38419200
-6,57994377;0,15763310;1,38247400
-6,56970377;0,15384430;1,38169200
-6,55946377;0,14740530;1,38028600
-6,54922377;0,14243480;1,37950400
-6,53898377;0,13975780;1,37825400
-6,52874377;0,13658160;1,37747200
-6,51850377;0,13165800;1,37606600
-6,50826377;0,12637900;1,37465900
-6,49802377;0,12260670;1,37294000
-6,48778377;0,11906560;1,37278400
-6,47754377;0,11343280;1,37169000
-6,46730377;0,10803990;1,37028300
-6,45706377;0,10484450;1,36965800
-6,44682377;0,10206170;1,36778400
-6,43658377;0,09718706;1,36653200
-6,42634377;0,09154467;1,36418900
-6,41610377;0,08782206;1,36231400
-6,40586377;0,08481374;1,36200000
-6,39562377;0,07949867;1,36075000
-6,38538377;0,07307012;1,35840600
-6,37514377;0,06944665;1,35762500
-6,36490377;0,06722083;1,35637400
-6,35466377;0,06270055;1,35512400
-6,34442377;0,05703839;1,35215400
-6,33418377;0,05219233;1,35090400
-6,32394377;0,04743275;1,35012300
-6,31370377;0,04167527;1,34840400
-6,30346377;0,03634005;1,34590400
-6,29322377;0,03324059;1,34434100
-6,28298377;0,03113892;1,34387300
-6,27274377;0,02690673;1,34152800
-6,26250377;0,02075546;1,33934000
-6,25226377;0,01671550;1,33793300
-6,24202377;0,01398121;1,33668300
-6,23178377;0,00966778;1,33340100
-6,22154377;0,00302824;1,33199600
-6,21130377;-0,00137644;1,32996300
-6,20106377;-0,00392159;1,32793300
-6,19082377;-0,00756719;1,32402500
-6,18058377;-0,01280484;1,32308800
-6,17034377;-0,01826974;1,32136800
-6,16010377;-0,02169463;1,31777400
-6,14986377;-0,02613747;1,31636800
-6,13962377;-0,03191444;1,31496200
-6,12938377;-0,03668391;1,31230400
-6,11914377;-0,03936128;1,30996000
-6,10890377;-0,04273898;1,30824100
-6,09866377;-0,04841023;1,30496000
-6,08842377;-0,05337121;1,30308400
-6,07818377;-0,05697933;1,30058300
-6,06794377;-0,06106753;1,29745800
-6,05770377;-0,06765115;1,29433300
-6,04746377;-0,07286195;1,29136300
-6,03722377;-0,07526089;1,28886300
-6,02698377;-0,07844543;1,28464400
-6,01674377;-0,08335375;1,28167400
-6,00650377;-0,08887849;1,27651700
-5,99626377;-0,09271803;1,27151600
-5,98602377;-0,09754129;1,26745400
-5,97578377;-0,10315430;1,26198400
-5,96554377;-0,10821120;1,25745200
-5,95530377;-0,11085970;1,25041800
-5,94506377;-0,11342190;1,24447600
-5,93482377;-0,11845060;1,23649700
-5,92458377;-0,12368140;1,22538400
-5,91434377;-0,12764590;1,20895500
-5,90410377;-0,13035220;1,18956800
-5,89386377;-0,13535200;1,16003100
-5,88362377;-0,14165650;1,12580600
-5,87338377;-0,14558090;1,07673500
-5,86314377;-0,14794140;1,02141300
-5,85290377;-0,15145330;0,95546590
-5,84266377;-0,15668320;0,88248450
-5,83242377;-0,16147090;0,80450240
-5,82218377;-0,16502830;0,71823890
-5,81194377;-0,16917350;0,61369040
-5,80170377;-0,17478560;0,49163870
-5,79146377;-0,17973170;0,35911660
-5,78122377;-0,18253230;0,21674940
-5,77098377;-0,18496970;0,07141281
-5,76074377;-0,18971030;-0,07361123
-5,75050377;-0,19472900;-0,21519700
-5,74026377;-0,19846170;-0,35303250
-5,73002377;-0,20161860;-0,48727320
-5,71978377;-0,20622440;-0,61807640
-5,70954377;-0,21236560;-0,73965850
-5,69930377;-0,21674150;-0,85764710
-5,68906377;-0,21912110;-0,97079710
-5,67882377;-0,22251830;-1,08068800
-5,66858377;-0,22818930;-1,18525700
-5,65834377;-0,23302570;-1,28606000
-5,64810377;-0,23699790;-1,37076300
-5,63786377;-0,24192780;-1,42592900
-5,62762377;-0,24790810;-1,44780700
-5,61738377;-0,25187290;-1,45093200
-5,60714377;-0,25418160;-1,45343300
-5,59690377;-0,25640610;-1,45858900
-5,58666377;-0,26110850;-1,46218400
-5,57642377;-0,26620410;-1,46468500
-5,56618377;-0,27028240;-1,46812200
-5,55594377;-0,27305540;-1,47109100
-5,54570377;-0,27725860;-1,47202900
-5,53546377;-0,28315970;-1,47468600
-5,52522377;-0,28754490;-1,47765500
-5,51498377;-0,29037570;-1,48031200
-5,50474377;-0,29329280;-1,48093700
-5,49450377;-0,29801350;-1,48250000
-5,48426377;-0,30279250;-1,48546800
-5,47402377;-0,30674550;-1,48734400
-5,46378377;-0,31016160;-1,48843800
-5,45354377;-0,31490240;-1,49031300
-5,44330377;-0,32030500;-1,49047000
-5,43306377;-0,32393180;-1,49140700
-5,42282377;-0,32621360;-1,49406400
-5,41258377;-0,32943960;-1,49484500
-5,40234377;-0,33454280;-1,49609500
-5,39210377;-0,33941050;-1,49718900
-5,38186377;-0,34308320;-1,49765800
-5,37162377;-0,34632640;-1,49812700
-5,36138377;-0,35171920;-1,49922000
-5,35114377;-0,35735200;-1,49890800
-5,34090377;-0,36087340;-1,50031500
-5,33066377;-0,36289840;-1,50140900
-5,32042377;-0,36620860;-1,50172100
-5,31018377;-0,37071940;-1,50219000
-5,29994377;-0,37536380;-1,50437800
-5,28970377;-0,37893360;-1,50484600
-5,27946377;-0,38243650;-1,50547100
-5,26922377;-0,38664900;-1,50594000
-5,25898377;-0,39179190;-1,50640900
-5,24874377;-0,39560210;-1,50687800
-5,23850377;-0,39790470;-1,50734700
-5,22826377;-0,40003440;-1,50859700
-5,21802377;-0,40410880;-1,50953500
-5,20778377;-0,40873600;-1,51094100
-5,19754377;-0,41301480;-1,51078500
-5,18730377;-0,41562810;-1,51078400
-5,17706377;-0,41830340;-1,51172200
-5,16682377;-0,42335070;-1,51219100
-5,15658377;-0,42853300;-1,51266000
-5,14634377;-0,43263920;-1,51375400
-5,13610377;-0,43450080;-1,51469200
-5,12586377;-0,43725470;-1,51469100
-5,11562377;-0,44174570;-1,51531700
-5,10538377;-0,44635210;-1,51578500
-5,09514377;-0,44988360;-1,51641100
-5,08490377;-0,45265610;-1,51625400
-5,07466377;-0,45649420;-1,51719200
-5,06442377;-0,46122560;-1,51797300
-5,05418377;-0,46573540;-1,51766100
-5,04394377;-0,46850830;-1,51922300
-5,03370377;-0,47063900;-1,51875500
-5,02346377;-0,47355550;-1,51906700
-5,01322377;-0,47822910;-1,51953600
-5,00298377;-0,48298860;-1,52016100
-4,99274377;-0,48608750;-1,52016100
-4,98250377;-0,48815810;-1,51969200
-4,97226378;-0,49158700;-1,52016100
-4,96202378;-0,49700180;-1,52094200
-4,95178378;-0,50181660;-1,52203700
-4,94154378;-0,50482070;-1,52203700
-4,93130378;-0,50642310;-1,52234900
-4,92106378;-0,50944680;-1,52172400
-4,91082378;-0,51390950;-1,52281700
-4,90058378;-0,51810210;-1,52297400
-4,89034378;-0,52174960;-1,52438000
-4,88010378;-0,52542350;-1,52406800
-4,86986378;-0,52957020;-1,52485000
-4,85962378;-0,53409890;-1,52594300
-4,84938378;-0,53826390;-1,52594300
-4,83914378;-0,54056760;-1,52531800
-4,82890378;-0,54208330;-1,52609900
-4,81866378;-0,54406910;-1,52719300
-4,80842378;-0,54777320;-1,52703700
-4,79818378;-0,55257110;-1,52781800
-4,78794378;-0,55619870;-1,52891300
-4,77770378;-0,55868360;-1,52719300
-4,76746378;-0,56039140;-1,52813100
-4,75722378;-0,56351980;-1,52828700
-4,74698378;-0,56875020;-1,52922500
-4,73674378;-0,57347070;-1,52922600
-4,72650378;-0,57615740;-1,53078800
-4,71626378;-0,57790110;-1,53047500
-4,70602378;-0,57971910;-1,53000600
-4,69578378;-0,58306870;-1,53110000
-4,68554378;-0,58753190;-1,53188100
-4,67530378;-0,59087900;-1,53203700
-4,66506378;-0,59381410;-1,53219400
-4,65482378;-0,59621310;-1,53313200
-4,64458378;-0,59953360;-1,53266300
-4,63434378;-0,60371670;-1,53297500
-4,62410378;-0,60773780;-1,53344400
-4,61386378;-0,61087570;-1,53313200
-4,60362378;-0,61258360;-1,53391300
-4,59338378;-0,61423490;-1,53360100
-4,58314378;-0,61673870;-1,53469400
-4,57290378;-0,62039520;-1,53500700
-4,56266378;-0,62482900;-1,53531900
-4,55242378;-0,62814020;-1,53657000
-4,54218378;-0,63045250;-1,53547600
-4,53194378;-0,63264980;-1,53516300
-4,52170378;-0,63522110;-1,53672600
-4,51146378;-0,64041360;-1,53531900
-4,50122378;-0,64457840;-1,53625700
-4,49098378;-0,64728400;-1,53672600
-4,48074378;-0,64870400;-1,53766400
-4,47050378;-0,65002890;-1,53641300
-4,46026378;-0,65208150;-1,53672600
-4,45002378;-0,65489020;-1,53641300
-4,43978378;-0,65885670;-1,53813200
-4,42954378;-0,66225430;-1,53782000
-4,41930378;-0,66497110;-1,53782000
-4,40906378;-0,66711430;-1,53766300
-4,39882378;-0,66961660;-1,53875700
-4,38858378;-0,67284060;-1,53782000
-4,37834378;-0,67701440;-1,53844400
-4,36810378;-0,68054590;-1,53938300
-4,35786378;-0,68313630;-1,53938300
-4,34762378;-0,68449960;-1,53985100
-4,33738378;-0,68540110;-1,53922600
-4,32714378;-0,68697510;-1,53922600
-4,31690378;-0,68946980;-1,54078800
-4,30666378;-0,69262700;-1,53907000
-4,29642378;-0,69628290;-1,54047600
-4,28618378;-0,69922900;-1,53985200
-4,27594378;-0,70154180;-1,54078900
-4,26570378;-0,70274990;-1,54063300
-4,25546378;-0,70410320;-1,54125800
-4,24522378;-0,70598380;-1,54110200
-4,23498378;-0,70966860;-1,54063300
-4,22474378;-0,71345850;-1,54094500
-4,21450378;-0,71678810;-1,54110200
-4,20426378;-0,71933160;-1,54110200
-4,19402378;-0,72048310;-1,54157000
-4,18378378;-0,72123960;-1,54063300
-4,17354378;-0,72250720;-1,54032000
-4,16330378;-0,72471490;-1,54157000
-4,15306378;-0,72718040;-1,54235100
-4,14282378;-0,73021240;-1,54172700
-4,13258378;-0,73291940;-1,54328900
-4,12234378;-0,73579740;-1,54313300
-4,11210378;-0,73762080;-1,54250800
-4,10186378;-0,73891400;-1,54313300
-4,09162378;-0,74024580;-1,54282000
-4,08138378;-0,74267790;-1,54250800
-4,07114378;-0,74558010;-1,54344600
-4,06090378;-0,74831210;-1,54391400
-4,05066378;-0,75160190;-1,54297600
-4,04042378;-0,75368300;-1,54438300
-4,03018378;-0,75537250;-1,54297700
-4,01994378;-0,75617870;-1,54438300
-4,00970378;-0,75704230;-1,54360200
-3,99946378;-0,75800230;-1,54375800
-3,98922378;-0,75960390;-1,54391400
-3,97898378;-0,76175380;-1,54329000
-3,96874378;-0,76387440;-1,54438400
-3,95850378;-0,76660870;-1,54407000
-3,94826378;-0,76898020;-1,54282100
-3,93802378;-0,77092790;-1,54360200
-3,92778378;-0,77254930;-1,54454000
-3,91754378;-0,77376790;-1,54407000
-3,90730378;-0,77436220;-1,54453900
-3,89706378;-0,77521750;-1,54453900
-3,88682378;-0,77626260;-1,54266400
-3,87658378;-0,77803740;-1,54391500
-3,86634378;-0,78044670;-1,54375800
-3,85610378;-0,78312410;-1,54329000
-3,84586378;-0,78598360;-1,54360200
-3,83562378;-0,78866100;-1,54469500
-3,82538378;-0,79070470;-1,54344600
-3,81514378;-0,79148190;-1,54360200
-3,80490378;-0,79208680;-1,54407000
-3,79466378;-0,79269160;-1,54329000
-3,78442378;-0,79307480;-1,54360200
-3,77418378;-0,79388110;-1,54500900
-3,76394378;-0,79534900;-1,54500800
-3,75370378;-0,79672160;-1,54375800
-3,74346378;-0,79871800;-1,54282100
-3,73322378;-0,80091460;-1,54344500
-3,72298378;-0,80341030;-1,54313300
-3,71274378;-0,80482950;-1,54438300
-3,70250378;-0,80660520;-1,54485300
-3,69226378;-0,80798730;-1,54422700
-3,68202378;-0,80924390;-1,54469500
-3,67178378;-0,81013690;-1,54313300
-3,66154378;-0,81116320;-1,54375900
-3,65130378;-0,81212290;-1,54453900
-3,64106378;-0,81364790;-1,54360200
-3,63082378;-0,81498000;-1,54469500
-3,62058378;-0,81668650;-1,54438300
-3,61034378;-0,81837220;-1,54391400
-3,60010378;-0,82007710;-1,54438400
-3,58986378;-0,82185680;-1,54391400
-3,57962378;-0,82346510;-1,54313300
-3,56938378;-0,82444890;-1,54391500
-3,55914378;-0,82578640;-1,54282100
-3,54890378;-0,82642700;-1,54266500
-3,53866378;-0,82714400;-1,54313300
-3,52842378;-0,82756390;-1,54282000
-3,51818378;-0,82792620;-1,54235200
-3,50794378;-0,82822350;-1,54313300
-3,49770378;-0,82832810;-1,54250800
-3,48746378;-0,82862600;-1,54328900
-3,47722378;-0,82880800;-1,54282100
-3,46698378;-0,82946890;-1,54297700
-3,45674378;-0,82983470;-1,54344600
-3,44650378;-0,83056320;-1,54328900
